Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5,73,No,7,8,57.7
9,71,No,5,7,65.98
3,88,Yes,8,3,63.0
4,52,No,9,5,31.04
9,69,Yes,4,6,62.83
6,64,No,7,9,50.18
2,60,Yes,4,7,32.53
7,99,No,7,3,90.42
2,98,No,8,0,69.91
2,60,Yes,9,4,31.56
1,67,Yes,8,0,27.92
3,87,Yes,8,3,63.23
6,97,Yes,7,6,85.75
8,59,No,6,6,48.6
9,73,No,9,0,61.7
7,44,No,4,8,27.13
4,57,No,6,1,31.15
6,99,No,6,4,83.55
5,78,Yes,5,5,59.23
8,82,Yes,4,0,63.82
1,96,No,7,1,63.79
1,96,Yes,5,6,68.75
6,50,No,5,5,31.14
2,93,No,8,5,66.78
5,56,Yes,7,5,33.29
1,87,No,6,6,53.1
7,84,Yes,9,9,75.03
1,61,No,6,8,32.04
4,76,Yes,6,8,56.12
9,59,No,8,1,49.93
1,87,No,6,1,56.5
4,99,Yes,4,4,77.94
6,93,No,6,9,83.29
6,93,No,6,6,81.72
8,87,Yes,4,2,72.35
1,87,Yes,8,2,54.02
7,85,Yes,5,3,67.66
1,45,No,7,2,4.23
7,73,Yes,8,2,57.84
3,53,Yes,6,7,26.42
8,87,Yes,5,6,74.77
3,62,No,7,6,37.16
1,59,Yes,7,9,28.29
8,52,No,7,1,40.18
3,86,No,4,8,62.97
2,83,Yes,4,5,54.87
1,80,No,5,2,45.38
3,71,No,6,8,46.79
2,65,No,5,8,37.59
2,89,No,6,5,63.6
6,92,No,8,9,78.47
1,53,Yes,7,5,17.97
2,91,Yes,7,7,67.01
6,96,Yes,4,7,82.7
3,75,No,8,5,52.05
4,47,Yes,9,6,22.83
1,79,No,8,3,49.8
8,61,No,6,0,44.59
7,61,No,8,3,45.16
7,55,No,4,7,42.45
3,66,Yes,6,7,42.59
3,95,No,5,1,72.24
2,99,Yes,6,6,76.02
1,99,Yes,5,0,68.73
7,49,No,9,1,31.01
7,64,Yes,6,7,54.45
2,70,Yes,7,9,44.78
7,60,Yes,9,3,40.97
8,66,No,5,2,53.23
1,56,No,4,1,19.28
9,72,No,9,5,63.85
7,70,Yes,9,3,57.66
3,89,Yes,9,2,64.91
8,81,No,5,2,71.41
7,65,No,5,9,54.06
8,60,Yes,6,2,46.63
6,75,No,7,7,57.7
9,40,No,9,8,28.78
5,43,Yes,6,8,25.66
3,43,Yes,6,4,14.59
3,65,No,7,0,34.55
1,43,No,6,9,11.82
8,88,No,7,4,78.49
2,48,No,4,0,7.23
3,69,Yes,7,8,48.13
8,90,No,8,9,87.91
8,84,No,7,7,76.07
4,43,Yes,7,6,18.74
4,44,Yes,8,1,15.46
5,84,Yes,7,1,67.62
6,62,Yes,5,3,45.45
5,55,Yes,6,8,34.38
7,61,Yes,6,8,50.34
2,76,Yes,4,7,46.3
7,47,No,4,4,27.24
7,87,No,8,6,75.81
1,72,Yes,5,8,40.61
7,94,No,4,2,76.07
5,99,No,6,3,83.45
3,77,Yes,4,1,48.5
3,82,Yes,4,8,62.1
4,55,Yes,7,6,31.73
2,44,Yes,4,5,8.19
2,55,Yes,8,4,27.16
1,46,No,6,6,12.3
5,90,No,8,2,70.35
4,40,Yes,8,4,17.22
2,48,Yes,9,1,12.57
3,57,No,5,4,30.27
7,84,No,9,6,75.56
7,97,No,9,9,91.06
4,86,Yes,7,6,63.11
5,42,Yes,8,8,24.89
5,63,No,5,2,41.15
6,67,Yes,6,7,52.38
9,49,No,6,4,38.4
2,48,Yes,5,6,14.61
5,52,Yes,8,0,25.57
3,87,No,8,0,58.22
4,74,No,7,3,46.89
6,93,Yes,7,4,75.47
8,62,No,9,9,54.03
1,86,Yes,6,2,50.62
8,56,No,7,5,43.88
7,85,No,5,2,70.21
1,46,Yes,6,4,7.64
2,91,Yes,8,0,63.57
3,55,Yes,6,2,27.73
1,92,No,4,6,56.72
9,79,No,6,2,73.15
8,75,Yes,7,4,66.42
2,59,No,5,6,28.89
9,63,Yes,8,1,56.58
7,86,Yes,8,2,73.52
9,44,Yes,7,3,31.62
6,84,Yes,7,4,65.64
6,45,Yes,7,8,28.49
4,67,No,4,8,44.43
2,98,No,5,3,65.84
7,44,Yes,4,8,28.4
5,88,No,7,3,72.28
6,78,Yes,5,1,60.13
2,77,No,7,9,48.87
5,41,No,5,0,14.42
4,82,Yes,8,6,63.98
9,78,No,4,3,71.03
6,93,Yes,9,7,83.37
2,60,No,7,7,34.11
1,79,Yes,7,7,51.64
5,76,Yes,6,5,56.62
9,98,Yes,9,8,98.43
6,57,Yes,8,3,38.36
7,93,Yes,7,4,82.85
5,87,Yes,4,3,68.4
6,85,No,8,4,69.82
5,51,Yes,7,1,27.79
9,56,No,4,4,44.14
6,76,Yes,6,9,62.54
8,85,No,6,7,77.22
2,77,Yes,4,8,48.83
9,54,Yes,8,6,50.01
5,46,No,4,6,24.45
7,53,Yes,9,5,41.17
1,89,Yes,4,1,56.29
5,40,Yes,6,9,20.68
2,77,Yes,6,9,49.18
6,42,No,6,8,26.81
1,76,Yes,9,4,50.08
3,83,No,7,5,60.08
5,70,Yes,9,0,46.71
4,82,Yes,7,4,61.76
3,52,Yes,9,5,24.23
5,87,Yes,5,9,70.67
8,57,No,7,1,37.27
4,56,Yes,8,6,36.72
1,56,Yes,8,3,22.87
7,50,Yes,6,4,35.18
8,59,No,9,2,48.28
3,49,No,4,4,19.8
6,68,No,6,3,51.56
2,87,No,4,9,64.28
7,73,Yes,9,5,61.57
8,56,Yes,6,1,37.85
6,93,No,6,2,74.46
6,91,Yes,8,9,82.18
5,81,Yes,4,0,55.72
8,52,No,5,6,39.51
1,83,Yes,5,8,59.56
4,86,No,6,1,63.89
4,78,No,9,6,53.61
3,66,No,6,2,42.23
3,93,No,8,4,72.46
4,92,No,4,5,71.57
1,65,No,6,7,33.74
2,67,Yes,9,3,34.95
9,52,Yes,5,1,38.84
2,51,Yes,4,2,12.59
5,83,No,6,7,67.89
9,67,No,4,6,59.22
9,41,No,8,5,29.83
8,76,Yes,5,4,67.46
1,96,Yes,9,4,68.35
1,96,No,4,0,65.11
9,73,No,5,5,64.27
8,62,No,6,8,55.74
9,97,No,9,7,95.81
7,91,No,9,9,82.23
3,84,Yes,7,0,57.92
3,68,No,4,5,40.65
2,74,No,5,2,43.32
5,50,No,4,5,24.67
3,87,No,6,8,59.67
6,72,Yes,6,5,54.77
2,90,No,9,7,67.01
3,50,No,9,5,24.41
5,48,No,5,5,24.15
1,53,Yes,8,6,21.57
1,48,No,4,9,14.23
9,78,Yes,4,3,69.03
7,87,No,6,7,79.22
1,42,No,4,3,1.14
8,68,No,5,6,61.46
3,58,No,7,0,27.73
8,75,No,9,8,73.05
5,71,No,6,9,58.09
1,46,No,9,8,9.79
7,94,No,9,6,85.44
5,67,No,9,7,47.56
6,83,Yes,7,1,65.3
6,57,Yes,4,9,42.16
8,99,Yes,8,9,99.09
9,44,Yes,9,6,34.21
2,62,No,5,0,33.13
9,94,No,9,2,87.07
9,61,Yes,9,5,51.69
7,65,Yes,4,4,51.85
1,81,Yes,5,4,49.23
7,51,Yes,4,8,41.76
5,79,No,9,5,59.34
6,58,Yes,4,2,37.54
7,86,No,4,1,72.69
5,40,No,6,8,17.18
7,42,No,7,9,31.54
9,66,Yes,8,3,59.03
3,57,Yes,7,4,27.52
8,89,No,7,8,85.81
2,69,Yes,5,4,38.38
7,41,Yes,6,6,28.05
2,44,No,6,1,7.43
4,68,No,4,1,37.49
7,72,Yes,7,3,57.07
3,81,No,8,7,58.15
2,59,Yes,5,1,25.99
7,69,Yes,6,9,59.76
1,81,No,4,6,53.63
8,44,No,8,0,27.77
3,89,Yes,7,8,71.9
2,60,No,8,9,35.8
3,97,Yes,6,5,73.94
5,54,No,5,0,28.78
8,59,Yes,7,9,52.05
7,47,No,5,5,32.52
7,88,Yes,9,4,80.07
7,70,Yes,8,4,54.01
8,51,No,8,4,40.8
1,60,Yes,4,3,25.38
4,69,Yes,7,6,48.42
6,66,Yes,8,8,52.18
9,83,Yes,6,3,77.43
2,65,Yes,9,1,36.24
1,72,No,6,1,37.03
2,65,Yes,5,1,34.43
7,65,Yes,9,6,52.16
3,75,Yes,9,3,49.95
2,79,No,6,3,49.89
7,40,No,8,0,19.78
2,98,Yes,6,3,69.92
3,54,Yes,7,5,25.1
7,89,No,5,1,74.69
4,40,No,9,3,18.08
1,50,Yes,7,6,18.53
5,94,No,8,8,79.38
9,41,Yes,8,1,31.95
8,40,Yes,6,7,28.12
9,70,Yes,4,5,63.59
9,83,No,9,7,81.08
7,55,Yes,9,1,35.57
4,93,Yes,4,0,68.32
5,61,No,8,6,46.51
1,81,Yes,8,8,52.27
1,57,Yes,9,8,30.95
3,86,Yes,5,1,60.73
8,56,No,9,3,42.99
2,69,No,8,0,37.14
4,49,Yes,8,6,23.89
2,74,No,5,1,43.67
5,97,Yes,7,3,77.35
9,60,Yes,7,1,50.64
1,55,No,5,0,20.97
5,45,No,5,6,21.37
9,42,Yes,7,5,33.56
1,80,No,7,1,43.1
9,82,No,7,3,75.08
8,60,No,7,2,44.61
4,52,Yes,9,2,27.65
5,57,Yes,9,2,34.59
5,97,No,6,3,76.39
6,93,Yes,5,0,74.78
7,99,Yes,4,0,78.5
8,63,No,6,6,50.24
8,66,Yes,4,4,59.08
2,93,No,4,2,62.5
9,43,Yes,8,8,35.59
7,61,Yes,5,4,46.59
4,63,No,9,9,46.17
4,79,Yes,6,2,58.98
8,84,No,5,8,76.58
4,49,Yes,7,0,20.87
6,41,Yes,5,8,24.38
5,79,Yes,4,4,59.07
3,45,No,9,5,17.59
2,87,Yes,7,1,59.12
9,57,Yes,5,7,51.12
9,56,No,5,2,44.65
1,77,No,9,0,48.69
3,84,Yes,4,6,63.87
8,62,No,7,2,50.29
6,85,No,4,3,69.94
5,69,No,9,4,48.5
5,97,No,5,0,75.94
6,60,Yes,6,8,46.65
7,49,No,6,6,37.06
1,95,Yes,8,1,61.79
9,82,Yes,6,0,71.41
3,52,Yes,9,1,23.48
4,51,No,9,2,28.84
1,48,No,9,2,13.01
3,43,Yes,7,7,19.23
2,78,Yes,8,4,50.24
2,63,No,7,8,37.47
1,93,No,6,2,58.6
8,73,Yes,6,5,61.8
3,78,No,5,3,50.3
3,80,No,7,7,54.42
6,44,Yes,4,0,17.71
8,54,No,5,3,38.93
9,89,No,7,6,81.64
9,43,Yes,9,8,36.8
4,90,No,8,0,67.08
5,91,Yes,7,7,73.99
2,97,No,8,1,67.91
9,78,Yes,8,3,70.69
8,97,No,6,3,91.17
3,47,Yes,4,7,19.65
9,88,No,7,1,84.87
3,84,No,4,6,57.99
9,63,No,8,2,52.66
2,92,Yes,6,8,70.19
9,67,No,4,4,51.84
8,94,Yes,5,7,89.04
9,82,No,8,4,75.82
5,66,No,5,0,41.62
2,40,No,9,8,10.52
8,73,No,4,9,65.82
6,56,No,4,6,33.27
8,76,No,4,3,61.82
5,77,Yes,9,6,64.85
2,65,Yes,7,4,35.58
6,96,No,8,9,83.22
5,63,No,8,8,45.63
5,78,No,8,1,58.57
1,99,No,7,3,68.82
2,60,No,4,5,28.28
8,69,Yes,4,4,55.7
3,86,No,9,0,56.56
3,90,No,5,8,63.42
8,87,Yes,7,8,79.57
8,96,Yes,6,2,89.28
2,52,Yes,7,3,19.42
8,76,No,9,3,65.71
1,42,No,5,9,5.65
6,71,No,5,7,55.16
8,74,No,5,5,62.34
3,58,No,4,1,25.77
8,53,Yes,6,3,38.33
1,87,No,5,0,50.83
9,61,No,8,2,50.82
9,56,No,4,3,44.4
5,98,Yes,6,7,77.98
4,43,No,8,2,12.2
6,84,No,6,4,66.68
7,79,No,9,0,66.09
5,58,No,6,3,32.16
9,76,Yes,8,1,69.01
3,41,Yes,7,3,14.93
7,54,Yes,6,4,37.77
5,41,No,7,2,15.28
7,50,Yes,6,5,35.84
2,84,Yes,9,1,55.52
4,62,No,8,4,36.98
2,49,No,6,3,16.56
7,42,Yes,5,4,23.07
2,44,Yes,9,8,19.23
1,42,Yes,5,5,6.13
9,77,Yes,9,6,73.96
1,52,No,9,7,24.3
8,81,No,6,8,73.29
2,58,Yes,8,4,26.59
8,79,Yes,8,7,71.09
3,89,Yes,4,1,61.29
6,74,No,8,9,61.18
3,63,No,7,8,38.34
7,63,No,6,1,46.31
9,56,Yes,5,4,46.54
2,79,No,8,5,50.61
5,49,Yes,5,3,25.36
6,41,Yes,4,7,20.51
4,83,No,6,9,63.1
4,62,Yes,8,2,32.32
4,45,No,5,4,16.16
2,41,No,9,1,9.01
4,60,Yes,8,2,36.59
1,94,Yes,4,7,66.59
6,95,No,9,4,82.49
1,74,No,5,2,38.14
6,88,No,5,4,68.96
1,68,No,6,8,36.8
6,46,No,6,2,17.61
8,68,No,5,9,62.03
2,92,No,9,6,67.69
2,76,Yes,6,7,51.14
4,62,No,5,4,35.64
3,72,Yes,9,2,42.36
4,47,Yes,7,5,22.93
7,51,No,8,2,34.45
1,85,No,7,8,56.5
6,87,No,7,1,70.1
3,49,No,8,2,18.35
7,54,No,5,6,39.18
2,92,Yes,5,9,68.91
2,63,Yes,6,7,38.57
4,65,No,4,4,41.23
1,86,No,5,4,51.22
3,81,No,8,4,55.36
9,92,No,4,3,82.37
7,99,Yes,8,8,95.05
7,78,Yes,8,5,65.58
4,97,Yes,8,7,79.18
2,42,No,4,7,9.86
4,41,No,7,4,15.49
6,45,No,9,8,26.65
3,60,Yes,8,1,31.34
1,48,Yes,6,7,17.27
8,49,Yes,5,2,33.23
5,75,No,9,6,61.81
5,98,Yes,5,8,81.2
4,42,No,5,4,13.56
6,80,Yes,4,7,66.8
3,63,No,6,3,34.62
9,61,No,6,0,48.34
5,88,No,9,0,65.33
3,53,No,6,5,23.69
1,81,Yes,6,7,55.68
6,84,Yes,6,9,72.74
2,83,Yes,9,1,55.44
3,66,No,7,3,37.02
1,72,Yes,6,2,38.49
9,99,No,6,8,96.08
8,61,Yes,4,2,43.96
2,68,Yes,4,7,37.77
8,58,No,6,6,45.67
9,58,No,7,0,50.64
1,45,No,6,7,15.45
5,84,Yes,6,8,64.53
8,58,No,6,7,45.73
2,52,Yes,8,9,24.87
4,98,Yes,7,9,81.86
7,65,Yes,5,0,46.76
3,61,No,6,6,38.58
5,60,Yes,5,8,40.12
8,75,No,7,4,68.62
3,95,No,6,1,70.54
4,41,Yes,5,7,16.17
9,86,Yes,9,8,83.04
7,83,Yes,5,6,69.89
1,69,Yes,7,4,40.99
4,66,No,6,7,45.49
4,46,No,8,5,22.04
9,59,No,7,3,44.55
6,89,No,8,0,70.39
9,70,No,6,5,61.64
6,62,No,5,7,45.67
6,52,No,9,2,32.29
5,56,No,9,6,35.98
5,43,No,7,6,22.11
2,96,Yes,7,8,74.59
8,53,Yes,7,0,36.65
8,59,No,4,4,43.23
1,99,No,9,7,71.36
8,52,Yes,9,2,37.27
5,42,Yes,6,4,18.28
2,65,Yes,4,0,35.32
2,65,No,7,8,37.08
6,57,Yes,7,3,35.93
9,71,Yes,8,4,63.45
1,53,Yes,4,2,19.44
6,86,Yes,5,1,67.25
9,42,Yes,9,6,32.6
8,40,No,6,4,21.67
6,65,Yes,5,9,49.8
3,63,No,5,2,30.12
8,88,Yes,6,1,77.31
9,74,Yes,7,9,69.95
1,53,Yes,9,5,16.27
9,42,Yes,8,9,39.68
6,52,Yes,7,5,38.96
6,86,No,7,2,69.66
4,89,No,4,8,72.36
1,53,No,5,0,15.04
8,60,No,5,2,41.3
2,65,No,9,0,32.45
1,42,No,5,6,5.4
2,90,No,8,1,57.57
1,79,Yes,8,3,47.59
1,43,No,8,3,5.63
9,75,Yes,6,7,70.4
1,90,Yes,9,3,61.87
4,82,No,8,2,62.69
6,40,Yes,4,9,22.31
7,79,Yes,4,2,61.0
2,86,No,7,4,56.92
6,72,Yes,7,5,55.46
7,46,No,9,6,37.04
2,92,Yes,7,4,65.04
2,91,No,7,6,66.2
7,91,Yes,4,3,79.83
1,95,No,7,4,67.93
8,50,Yes,4,5,37.18
3,66,No,8,8,41.81
6,53,Yes,8,5,34.84
9,61,Yes,9,9,54.75
6,55,No,6,0,34.8
9,85,Yes,7,6,86.82
7,51,No,8,2,37.03
9,88,Yes,8,5,83.98
2,85,Yes,9,1,53.58
8,49,No,5,6,35.13
8,63,Yes,5,0,48.84
2,85,No,9,1,55.1
4,57,Yes,4,8,33.92
7,61,Yes,6,8,49.86
4,48,Yes,9,6,25.88
4,56,Yes,5,1,33.57
6,77,No,6,4,65.08
6,79,No,8,3,61.95
3,97,Yes,9,1,75.02
9,52,Yes,4,1,36.08
2,89,No,6,9,66.61
6,76,Yes,5,7,62.27
7,45,No,8,4,26.94
9,60,Yes,9,7,57.51
3,90,Yes,7,1,61.74
3,75,No,8,1,47.1
7,46,Yes,5,2,27.84
4,75,No,9,9,53.2
8,64,No,5,7,53.99
7,50,No,7,7,34.14
5,83,No,8,2,62.29
7,53,No,6,0,33.55
3,84,No,6,6,56.23
2,68,Yes,8,3,37.44
6,49,No,6,2,27.31
2,89,No,9,4,61.66
3,87,Yes,8,5,62.04
6,44,No,8,0,18.79
5,47,Yes,5,8,24.56
8,85,No,4,5,70.61
9,44,No,5,2,29.15
3,97,No,6,0,72.6
3,99,Yes,4,8,74.1
3,63,Yes,8,1,36.66
6,79,No,6,9,63.03
1,96,No,7,5,67.86
7,65,Yes,6,5,56.99
1,45,Yes,4,2,8.48
5,55,Yes,4,5,32.48
8,99,No,8,1,89.14
4,75,Yes,9,7,57.92
5,51,Yes,7,0,27.26
4,50,Yes,8,5,26.94
4,42,Yes,7,0,12.31
8,83,Yes,7,8,77.69
2,76,Yes,8,8,47.13
1,45,Yes,6,5,9.13
3,58,No,5,5,33.87
9,57,Yes,7,8,53.26
4,55,No,4,4,28.22
5,62,No,8,8,42.0
2,82,Yes,9,4,59.68
4,76,No,6,3,50.66
2,48,No,7,1,11.82
2,42,Yes,9,1,9.26
4,47,No,6,0,16.6
6,77,Yes,8,9,60.95
7,43,Yes,9,2,23.15
3,51,Yes,4,0,18.15
3,83,Yes,7,5,56.71
6,70,Yes,7,6,51.5
3,64,Yes,9,8,38.23
2,92,Yes,6,6,65.81
8,55,No,8,3,42.06
5,81,Yes,5,3,62.53
1,93,No,7,7,62.28
3,53,Yes,4,3,22.59
8,52,Yes,7,0,35.38
4,80,Yes,7,8,62.39
7,46,No,5,2,27.01
2,51,No,5,0,16.2
7,76,No,8,8,68.79
5,89,No,7,9,74.86
5,43,No,7,9,26.0
6,41,No,6,4,17.46
9,74,Yes,6,8,66.42
6,97,Yes,9,2,85.75
8,83,No,9,5,75.88
7,42,No,4,6,26.27
9,43,No,4,4,33.39
4,77,No,6,7,54.4
2,51,No,9,9,22.79
7,58,Yes,4,5,44.25
6,49,Yes,7,5,30.21
1,40,Yes,9,6,6.0
9,56,Yes,5,7,45.69
9,55,Yes,9,1,47.02
2,48,Yes,7,6,16.94
3,96,Yes,6,8,77.14
5,92,Yes,8,0,73.3
5,48,No,8,0,26.11
1,98,No,6,6,65.48
8,94,Yes,7,4,79.91
8,48,Yes,4,0,34.7
4,51,Yes,9,0,26.54
7,94,No,9,1,79.13
3,80,No,4,9,54.88
6,54,Yes,8,8,39.32
9,41,No,6,2,27.77
1,50,Yes,6,8,16.7
5,50,Yes,5,5,26.05
4,47,Yes,8,9,24.93
8,94,Yes,6,5,87.47
1,71,Yes,5,6,39.4
9,45,No,4,9,35.64
6,92,Yes,8,7,79.0
4,59,Yes,8,2,38.8
9,78,Yes,6,7,72.04
5,74,Yes,6,5,56.08
5,47,No,7,5,30.48
5,89,Yes,4,2,69.78
1,88,Yes,4,5,57.93
1,82,No,9,7,56.51
8,73,Yes,5,6,66.44
8,96,Yes,5,9,90.95
6,92,Yes,7,9,78.5
4,98,Yes,9,6,80.31
2,95,No,4,2,66.27
2,58,Yes,5,9,29.57
9,46,Yes,4,2,32.72
5,70,No,4,4,51.74
4,57,Yes,9,4,35.61
1,79,Yes,5,8,50.96
7,53,No,6,8,37.37
3,78,Yes,6,9,55.52
6,99,No,9,4,86.82
5,92,Yes,5,4,75.0
5,99,No,7,5,86.02
5,98,Yes,8,7,85.44
1,75,Yes,9,5,43.97
1,56,No,4,5,25.11
3,76,Yes,9,8,54.09
4,83,No,8,0,60.61
5,48,No,9,3,24.52
2,97,No,5,9,71.16
8,59,No,4,9,46.1
2,84,Yes,8,1,51.95
9,96,No,6,8,92.33
2,67,Yes,7,2,39.05
9,89,Yes,9,9,89.07
7,59,No,9,1,38.82
8,80,No,8,7,74.71
2,75,Yes,7,3,45.75
7,92,No,9,1,82.48
6,66,Yes,6,3,46.68
4,47,No,8,6,21.25
7,71,Yes,5,6,61.86
4,40,Yes,4,0,11.74
2,56,No,6,0,17.75
7,96,Yes,7,2,84.6
8,48,Yes,7,1,29.43
2,59,No,6,2,28.36
5,84,No,5,3,61.02
1,71,No,9,6,38.18
7,41,No,5,1,23.75
8,71,No,9,6,63.65
6,84,Yes,9,4,71.56
5,48,Yes,7,7,27.15
6,69,No,9,7,54.86
2,59,Yes,6,4,31.72
1,77,Yes,9,9,51.0
7,99,Yes,6,7,95.36
7,40,Yes,4,8,24.34
2,99,Yes,7,6,76.57
2,96,No,5,5,71.25
1,44,No,8,6,11.0
8,74,Yes,5,6,67.49
8,75,Yes,5,2,61.51
1,40,No,8,5,7.3
8,53,No,7,5,38.8
9,48,No,9,8,39.15
4,69,No,4,0,41.13
1,63,Yes,5,6,30.25
1,43,No,9,0,3.17
3,89,No,5,9,68.82
5,53,Yes,7,3,34.22
5,64,No,7,6,43.9
9,43,No,6,5,34.9
2,64,No,7,5,33.13
2,49,No,7,4,16.78
6,74,No,5,6,57.62
9,94,Yes,4,8,92.48
1,46,Yes,5,5,10.84
9,81,Yes,9,9,75.28
9,52,Yes,7,6,46.99
9,43,Yes,6,8,35.61
5,89,No,4,6,65.63
9,82,No,6,5,78.81
4,96,No,8,2,77.66
2,75,No,6,0,40.13
6,95,No,6,9,80.55
4,53,No,9,8,34.35
6,57,No,7,6,42.5
3,47,No,9,2,18.76
6,71,No,7,9,56.68
2,66,No,9,8,38.25
2,81,No,7,2,52.42
9,76,No,7,2,66.0
7,62,No,7,6,47.24
3,46,Yes,6,1,16.56
1,51,No,8,9,22.65
8,64,Yes,7,6,57.79
6,42,No,8,6,19.96
7,65,No,8,0,46.98
9,43,No,5,9,34.28
5,81,Yes,5,1,59.18
1,75,Yes,4,4,39.01
7,54,No,9,3,39.89
5,71,No,5,2,52.49
3,68,No,7,9,42.38
9,49,No,8,7,42.18
1,60,Yes,9,6,32.06
1,93,Yes,4,8,64.09
1,55,No,5,2,16.61
3,86,Yes,6,9,65.29
6,58,Yes,9,0,39.9
3,68,No,4,8,39.92
8,91,No,7,8,87.52
2,90,No,9,0,60.17
9,57,Yes,8,7,49.69
3,97,No,7,9,73.68
5,83,Yes,7,0,60.32
8,96,No,9,5,88.3
2,55,No,6,8,23.64
6,40,Yes,6,2,19.34
5,87,Yes,9,5,71.2
9,41,Yes,9,2,32.48
5,95,Yes,9,4,80.55
2,54,Yes,8,6,23.88
5,78,Yes,5,9,61.08
4,67,No,7,3,40.98
7,40,Yes,9,3,20.23
6,44,Yes,5,6,25.97
2,81,No,8,4,53.46
5,61,Yes,7,0,36.11
7,92,Yes,5,9,85.24
7,75,No,7,1,58.59
5,85,No,6,5,69.25
9,52,No,9,8,46.0
4,40,Yes,6,6,12.16
3,55,No,4,3,27.99
4,94,Yes,8,1,72.84
5,80,No,9,3,59.07
6,61,Yes,5,4,41.56
3,71,No,7,1,40.63
2,55,No,4,0,21.51
4,90,No,8,3,63.99
5,54,Yes,8,5,34.51
4,97,Yes,8,0,70.87
3,85,No,5,0,52.0
8,91,No,9,8,87.2
4,81,No,6,4,55.63
2,92,No,4,1,62.48
2,51,Yes,5,1,18.83
1,99,No,7,3,67.63
4,40,No,5,1,11.33
9,92,Yes,7,3,89.59
7,56,Yes,7,5,39.72
7,80,No,8,6,70.93
7,94,No,5,5,80.5
8,90,Yes,6,3,80.52
1,96,Yes,7,9,68.88
8,89,No,8,2,77.89
4,67,Yes,6,3,41.84
4,46,Yes,5,4,18.32
4,48,No,6,3,20.8
6,61,No,5,2,42.99
7,65,Yes,7,0,45.08
6,92,No,4,2,75.09
1,51,No,4,4,12.37
8,46,No,9,5,32.17
7,85,No,9,3,68.84
6,86,No,7,0,69.99
6,54,Yes,6,9,38.37
5,77,Yes,5,6,56.5
6,60,No,4,8,43.48
9,53,No,5,5,42.38
9,41,No,7,5,33.34
8,47,Yes,6,8,34.44
9,84,Yes,5,3,76.16
8,94,Yes,6,4,87.52
8,45,Yes,4,4,28.14
1,76,No,5,4,41.87
5,76,No,8,7,56.33
4,96,Yes,4,0,69.52
2,72,Yes,6,9,42.91
8,80,No,7,9,71.52
3,45,No,8,2,12.11
4,91,No,9,7,71.64
7,65,No,5,8,54.49
9,78,No,9,1,70.54
2,80,Yes,4,3,52.54
3,76,No,5,7,50.47
4,53,Yes,5,4,25.41
1,76,Yes,8,0,41.79
7,47,No,8,5,30.52
2,78,Yes,8,8,54.16
5,52,Yes,8,8,30.6
1,52,No,7,0,14.32
3,79,Yes,6,3,56.06
2,82,No,8,0,49.25
1,67,No,4,6,32.91
7,97,Yes,5,2,80.09
5,57,No,9,1,36.69
1,96,No,8,7,68.53
6,58,Yes,4,8,40.4
5,77,No,7,6,59.07
3,71,Yes,4,5,44.19
7,61,Yes,9,9,49.79
9,41,No,9,5,28.91
9,99,Yes,4,8,96.52
9,52,No,7,4,42.39
2,62,Yes,9,4,32.33
3,64,No,7,1,34.04
7,67,No,5,5,54.74
5,97,Yes,8,5,82.04
2,50,Yes,9,5,17.75
3,72,No,4,3,46.26
6,63,No,6,6,47.58
7,41,Yes,6,8,28.25
9,69,No,5,0,55.42
1,56,No,6,2,21.71
7,79,Yes,5,9,69.51
8,73,Yes,8,8,63.9
3,77,No,5,4,50.85
4,61,Yes,7,5,40.07
6,44,Yes,7,7,28.15
7,87,No,7,8,73.78
4,79,Yes,9,7,61.27
8,90,Yes,7,2,79.51
5,55,No,7,9,32.74
1,52,Yes,7,0,16.45
4,65,No,7,4,42.62
3,70,Yes,9,6,46.53
9,91,Yes,7,1,81.56
8,78,No,7,0,68.08
1,87,Yes,8,3,57.62
6,62,Yes,9,2,45.5
9,87,Yes,7,3,82.85
7,51,Yes,5,0,34.23
4,53,Yes,8,1,27.45
1,95,Yes,9,0,61.1
2,57,No,6,2,22.56
5,66,Yes,4,3,42.45
5,67,Yes,9,0,47.78
8,57,No,8,5,46.49
6,55,No,7,1,32.62
8,91,No,8,9,86.08
2,55,Yes,4,4,25.71
3,52,No,4,7,25.62
6,97,No,9,3,85.32
3,68,Yes,7,4,39.43
6,48,No,7,8,31.06
6,65,Yes,5,1,43.26
2,67,Yes,4,1,37.16
7,80,Yes,7,5,68.03
2,52,Yes,4,5,18.98
6,75,Yes,5,2,52.05
1,48,No,6,8,18.49
3,86,Yes,4,0,60.45
2,53,No,5,2,14.63
7,90,Yes,5,7,80.26
4,51,No,5,7,28.88
8,92,Yes,8,3,84.81
6,97,Yes,9,7,85.56
4,96,Yes,7,9,77.52
5,71,No,4,7,54.05
9,77,No,9,0,69.78
7,42,No,8,2,25.53
9,97,Yes,4,0,90.67
7,96,Yes,9,1,88.91
1,93,No,8,3,61.79
8,91,Yes,7,2,80.7
4,55,No,5,5,28.88
3,59,Yes,9,4,30.96
7,71,No,9,4,60.77
3,95,No,4,9,76.19
8,62,Yes,5,6,53.58
6,56,No,7,6,42.53
5,55,Yes,4,8,35.32
4,77,Yes,6,7,57.43
8,47,Yes,6,2,33.7
8,58,No,6,1,42.22
